"","word","gender","cnt"
"21728","Klarheit","f",22126
"30497","Schwäche","f",22103
"15253","Gebilde","n",22100
"36893","Zeugnis","n",22039
"30527","Schwangerschaft","f",21985
"2721","Arbeitsteilung","f",21934
"30346","Schulz","m",21907
"211","Abhandlung","f",21883
"19254","Intention","f",21861
"26903","Mischung","f",21841
"31572","Serie","f",21785
"26131","Menü","n",21777
"37597","Zusammenspiel","n",21769
"1721","Anleger","m",21759
"26367","Methodik","f",21759
"21379","Kilometer","m",21733
"23635","Korrelation","f",21728
"13019","Etablierung","f",21701
"3494","Aufforderung","f",21700
"31927","Signal","n",21631
"12479","Erlebnis","n",21610
"6152","Bekämpfung","f",21584
"8982","Dominanz","f",21577
"8617","Ding","n",21549
"692","Abwehr","f",21481
"16828","Gewerkschaft","f",21472
"16562","Gesprächspartner","m",21369
"19124","Installation","f",21368
"518","Absicherung","f",21365
"28388","Nachmittag","m",21294
"31415","Selektion","f",21276
"12777","Erwachsene","f",21259
"17492","Hauptsache","f",21248
"27462","Monarchie","f",21232
"8280","Dach","n",21217
"317","Abnahme","f",21213
"6935","Bestellung","f",21172
"36529","Zeitgeschichte","f",21163
"15594","Gen","n",21155
"24958","Märchen","n",21146
"27335","Mode","f",21111
"25655","Mechanismus","m",21086
"23890","Kranke","f",21082
"16799","Gewerbe","n",21050
"18564","Indikator","m",21029
